1,9908519075277,8519075277,0.5622,0.5747,8691057540,5,-1,-1,-1,0,103850000000000,105360000000000,1117.42,542.474,935.36,1,0.5378,863.77,677.362,58.5711,535.513,-310.84,-244.73,-7.87,-3.823e15,-2.538e15,1.154e15,0.04126,111656049,111653012,12661431059,12661430774,108626134,99,99,111656541,111653101,111656540,334.419,105450000000000,106640000000000,95509000000000,47044000000000,15894000000000,80.337,212.53,0.05952,0.26914,0.16186,58.4195,-6.97344,129.959,0.46605,0.31737,37.3034,-17.8213,57.3463,0.7233,91160000000000,123700000000000,105360000000000,105360000000000,863.77,863.77,0.4814,47860,47860,47510,34200,34250,0.5622,0.562,0.562,105400000000000,863.77,863.77,693,59,548,880011822
2,10409369360307,9369360307,0.628,0.6421,9536386909,1,-1,-1,-1,0,85715200000000,84852000000000,1021.03,207.302,946.12,1,0.6008,832.93,675.588,58.312,533.465,-476.67,-534.91,657.17,-1.538e15,1.891e15,-7.427e15,0.0445,111654922,111662720,12661431059,12661430774,106148392,104,104,111665585,111662784,111665584,158.998,85361000000000,85911000000000,80425000000000,60569000000000,16576000000000,82.6249,569.37,0.13466,0.8683,0.82816,55.4916,68.1392,21.9721,0.90302,0.74357,68.0604,29.8622,5.82591,1.0527,82270000000000,77160000000000,84852000000000,84852000000000,832.93,832.93,0.5747,36640,36640,46650,26220,25320,0.628,0.628,0.628,84850000000000,832.93,832.93,691,59,546,880011960
3,10509536386857,9536386857,0.6421,0.6565,9702328908,4,-1,-1,-1,0,133080000000000,133760000000000,1183.41,272.465,1027.51,1,0.5378,910.78,676.63,58.3447,535.077,-544.39,-197.92,-340.97,-4.733e15,-2.601e15,1.389e15,0.03459,111654693,111653006,12661431059,12661430774,105602295,105,105,111661461,111653101,111661460,264.846,133770000000000,136570000000000,123640000000000,81456000000000,30132000000000,67.3201,101.53,0.04458,0.5002,0.27454,32.0727,19.7967,119.649,0.42184,0.28381,26.6072,12.5328,86.5828,0.6975,123700000000000,128300000000000,133760000000000,133760000000000,910.78,977.69,0.526,21210,21210,21440,32140,31340,0.6421,0.642,0.642,133800000000000,910.78,910.78,692,59,547,880011874
4,11110515591681,10515591681,0.7333,0.7498,10674919510,22,-1,-1,-1,0,280583000000000,284130000000000,1478.16,243.039,1359.82,1,0.6862,1205.18,675.368,58.2534,534.386,-945.34,179.47,-118.32,-1.673e15,2.121e16,-1.565e16,0.04002,111653716,111653000,12661431059,12661430774,101914117,111,111,111669767,111653101,111669766,197.519,284420000000000,294810000000000,251280000000000,186710000000000,82647000000000,106.561,663.23,0.05712,0.5501,0.4584,72.4564,-8.10614,90.6171,0.50433,0.33724,68.4908,-14.9926,68.1218,0.7737,266500000000000,210200000000000,284130000000000,284130000000000,1205.18,1205.18,0.6565,100900,100900,101900,62820,63980,0.7333,0.733,0.733,284100000000000,1205.18,1205.18,691,59,547,880011967
5,11410990317671,10990317671,0.7837,0.8013,11146416646,9,-1,-1,-1,0,344567000000000,347440000000000,1553.69,413.088,1325.07,1,0.6862,1157.33,674.917,58.2485,534.34,-297.55,-121.01,57.62,-1.372e16,1.45e16,-4.618e15,0.02102,111653402,111652997,12661431059,12661430774,99946901,114,114,111673931,111653101,111673930,353.368,350140000000000,359610000000000,311590000000000,194820000000000,51285000000000,191.447,147.31,0.03091,0.39301,0.28655,104.939,-1.53749,110.321,0.35451,0.25431,74.0828,1.75555,80.2953,0.7603,336500000000000,355600000000000,347440000000000,347440000000000,1157.33,1205.18,0.6712,88200,88200,83170,73570,66770,0.7837,0.784,0.784,347400000000000,1157.33,1157.33,691,59,547,880011967
6,10309201289891,9201289891,0.6142,0.628,9369360241,9,-1,-1,-1,0,124287000000000,124040000000000,1163.39,261.29,1070.72,1,0.5378,947.49,676.826,58.4397,535.143,-502.49,-208.93,-427.82,-5.184e15,-4.716e15,1.758e15,0.04631,111655099,111653008,12661431059,12661430774,106707545,103,103,111661371,111653101,111661370,188.65,124220000000000,125910000000000,116480000000000,87025000000000,22257000000000,163.908,200.94,0.0667,0.4935,0.26319,49.6722,1.57946,131.812,0.36386,0.19895,42.5539,-0.86497,108.026,0.7627,116700000000000,117900000000000,124040000000000,124040000000000,947.49,977.69,0.5145,18230,18230,32520,33090,32410,0.6142,0.614,0.614,124000000000000,947.49,947.49,693,59,547,880011873
7,10409369360241,9369360241,0.628,0.6421,9536386857,3,-1,-1,-1,0,128873000000000,128820000000000,1173.49,223.722,1064.83,1,0.5378,931.55,676.732,58.3735,535.079,-535.63,-146.38,-269.36,-4.426e15,-2.733e15,1.251e15,0.03416,111654890,111653007,12661431059,12661430774,106148581,104,104,111661404,111653101,111661403,216.639,128820000000000,131320000000000,119920000000000,85154000000000,31504000000000,131.894,41.03,0.04596,0.50067,0.27537,34.5755,13.3176,114.463,0.4701,0.2584,23.9543,11.4146,87.8053,0.7322,119100000000000,109500000000000,128820000000000,128820000000000,931.55,977.69,0.5145,20950,20950,24550,32280,32200,0.628,0.628,0.628,128800000000000,931.55,931.55,692,59,547,880011874
8,12312364148751,12364148751,0.9567,0.9781,12516182129,11,-1,-1,-1,0,378383000000000,333330000000000,1435.75,325.752,1149.89,1,0.6862,1058.3,673.99,57.8995,534.525,-450.01,-133.55,151.04,-2.742e15,1.341e16,-1.599e16,0.02689,111652993,111652988,12661431059,12661430774,94038071,123,123,111680069,111653101,111680068,351.822,333410000000000,388320000000000,253040000000000,170240000000000,68960000000000,112.138,95.77,0.03181,0.48648,0.39043,67.324,-19.3161,75.273,0.58377,0.43372,40.1797,-14.2008,51.0565,0.6411,333000000000000,307700000000000,333330000000000,379390000000000,1058.3,1222.93,0.6712,-28970,-28970,-22540,20890,49450,0.8376,0.957,0.957,333300000000000,1058.3,1219.2,690,59,547,880011964
9,11010355148709,10355148709,0.7173,0.7333,10515591681,6,-1,-1,-1,0,276655000000000,257890000000000,1438.75,238.224,1296.4,1,0.6862,1141.7,675.691,58.1844,534.443,-829.56,-98.14,-196.36,3.135e15,2.506e16,-1.815e16,0.05836,111653847,111653001,12661431059,12661430774,102541486,110,110,111662714,111653101,111662713,227.373,257940000000000,272530000000000,231370000000000,168380000000000,68961000000000,129.87,518.59,0.07971,0.68559,0.4549,76.5543,-9.76596,78.8546,0.69427,0.41166,68.1666,-17.9516,52.1936,0.7496,242600000000000,194300000000000,257890000000000,257890000000000,1141.7,1141.7,0.628,38250,38250,89410,59660,60930,0.7173,0.717,0.717,257900000000000,1141.7,1141.7,691,59,547,880011967
10,11611301492789,11301492789,0.8192,0.8376,11455599192,12,-1,-1,-1,0,372177000000000,374180000000000,1572.56,292.545,1360.4,1,0.6862,1222.93,674.866,58.2382,534.498,-412.86,-33.04,-53.01,-1.817e16,2.378e16,-1.859e15,0.0303,111653238,111652995,12661431059,12661430774,98631181,116,116,111674896,111653101,111674895,258.384,375500000000000,384230000000000,344920000000000,237540000000000,80040000000000,34.4678,260.18,0.03935,0.43272,0.31027,93.8328,-17.3049,102.041,0.37682,0.27518,67.1936,-9.98369,78.1198,0.7165,386300000000000,323400000000000,374180000000000,374180000000000,1222.93,1222.93,0.6712,39670,39670,70600,75190,66310,0.8192,0.819,0.819,374200000000000,1222.93,1222.93,691,59,547,880011967
